"id","linnworks_code","product_name","category"
"8481","CC-HS-48","Block Check - Curtain Fabric - Orange - Made to Measure","Curtains - Made to Measure"
"8482","CC-HS-48 - Sample","Block Check - Curtain Fabric - Orange - SAMPLE","SAMPLES"
"8483","CC-HS-49","Block Check - Curtain Fabric - Pink - Made to Measure","Curtains - Made to Measure"
"8484","CC-HS-49 - Sample","Block Check - Curtain Fabric - Pink - SAMPLE","SAMPLES"
"8485","CC-HS-50","Polka Dot - Curtain Fabric - Multi - Made to Measure","Curtains - Made to Measure"
"8486","CC-HS-50 - Sample","Polka Dot - Curtain Fabric - Multi - SAMPLE","SAMPLES"
"8487","CC-HS-51","Polka Dot - Curtain Fabric - Blue - Made to Measure","Curtains - Made to Measure"
"8488","CC-HS-51 - Sample","Polka Dot - Curtain Fabric - Blue - SAMPLE","SAMPLES"
"8489","CC-HS-52","Polka Dot - Curtain Fabric - Pink - Made to Measure","Curtains - Made to Measure"
"8490","CC-HS-52 - Sample","Polka Dot - Curtain Fabric - Pink - SAMPLE","SAMPLES"
"8491","CC-HS-53","Polka Dot - Curtain Fabric - Red - Made to Measure","Curtains - Made to Measure"
"8492","CC-HS-53 - Sample","Polka Dot - Curtain Fabric - Red - SAMPLE","SAMPLES"
"8493","CC-HS-54","Thick Stripe - Curtain Fabric - Pink - Made to Measure","Curtains - Made to Measure"
"8494","CC-HS-54 - Sample","Thick Stripe - Curtain Fabric - Pink - SAMPLE","SAMPLES"
"8495","CC-GJ-23","Fiji - Curtain Fabric - Green - Made to Measure","Curtains - Made to Measure"
"8496","CC-GJ-23 - Sample","Fiji - Curtain Fabric - Green - SAMPLE","SAMPLES"
"8497","CC-GJ-24","Fiji - Curtain Fabric - Mocha - Made to Measure","Curtains - Made to Measure"
"8498","CC-GJ-24 - Sample","Fiji - Curtain Fabric - Mocha - SAMPLE","SAMPLES"
"8499","CC-GJ-25","Fiji - Curtain Fabric - Natural - Made to Measure","Curtains - Made to Measure"
"8500","CC-GJ-25 - Sample","Fiji - Curtain Fabric - Natural - SAMPLE","SAMPLES"
"8501","CC-GJ-26","Funchal - Curtain Fabric - Multi Colour  - Made to Measure","Curtains - Made to Measure"
"8502","CC-GJ-26 - Sample","Funchal - Curtain Fabric - Multi Colour  - SAMPLE","SAMPLES"
"8503","CC-GJ-27","Funchal - Curtain Fabric - Duck Egg Blue - Made to Measure","Curtains - Made to Measure"
"8504","CC-GJ-27 - Sample","Funchal - Curtain Fabric - Duck Egg Blue - SAMPLE","SAMPLES"
"8505","CC-GJ-28","Knightsbridge - Curtain Fabric - Atlanic Blue - Made to Measure","Curtains - Made to Measure"
"8506","CC-GJ-28 - Sample","Knightsbridge - Curtain Fabric - Atlanic Blue - SAMPLE","SAMPLES"
"8507","CC-GJ-29","Knightsbridge - Curtain Fabric - Bottle Green - Made to Measure","Curtains - Made to Measure"
"8508","CC-GJ-29 - Sample","Knightsbridge - Curtain Fabric - Bottle Green - SAMPLE","SAMPLES"
"8509","CC-GJ-30","Knightsbridge - Curtain Fabric - Claret - Made to Measure","Curtains - Made to Measure"
"8510","CC-GJ-30 - Sample","Knightsbridge - Curtain Fabric - Claret - SAMPLE","SAMPLES"
"8511","CC-GJ-31","Knightsbridge - Curtain Fabric - Latte Brown - Made to Measure","Curtains - Made to Measure"
"8512","CC-GJ-31 - Sample","Knightsbridge - Curtain Fabric - Latte Brown - SAMPLE","SAMPLES"
"8513","CC-GJ-32","Knightsbridge - Curtain Fabric - Lavender - Made to Measure","Curtains - Made to Measure"
"8514","CC-GJ-32 - Sample","Knightsbridge - Curtain Fabric - Lavender - SAMPLE","SAMPLES"
"8515","CC-GJ-33","Knightsbridge - Curtain Fabric - Light Oak Brown - Made to Measure","Curtains - Made to Measure"
"8516","CC-GJ-33 - Sample","Knightsbridge - Curtain Fabric - Light Oak Brown - SAMPLE","SAMPLES"
"8517","CC-GJ-34","Knightsbridge - Curtain Fabric - Navy - Made to Measure","Curtains - Made to Measure"
"8518","CC-GJ-34 - Sample","Knightsbridge - Curtain Fabric - Navy - SAMPLE","SAMPLES"
"8519","CC-GJ-35","Knightsbridge - Curtain Fabric - Red - Made to Measure","Curtains - Made to Measure"
"8520","CC-GJ-35 - Sample","Knightsbridge - Curtain Fabric - Red - SAMPLE","SAMPLES"
"8521","CC-GJ-36","Knightsbridge - Curtain Fabric - Saxo Blue - Made to Measure","Curtains - Made to Measure"
"8522","CC-GJ-36 - Sample","Knightsbridge - Curtain Fabric - Saxo Blue - SAMPLE","SAMPLES"
"8523","CC-GJ-37","Knightsbridge - Curtain Fabric - Grey Smoke - Made to Measure","Curtains - Made to Measure"
"8524","CC-GJ-37 - Sample","Knightsbridge - Curtain Fabric - Grey Smoke - SAMPLE","SAMPLES"
"8525","CC-GJ-38","Lewis Tartan - Curtain Fabric - Archer - Made to Measure","Curtains - Made to Measure"
"8526","CC-GJ-38 - Sample","Lewis Tartan - Curtain Fabric - Archer - SAMPLE","SAMPLES"
"8527","CC-GJ-39","Lewis Tartan - Curtain Fabric - Granite - Made to Measure","Curtains - Made to Measure"
"8528","CC-GJ-39 - Sample","Lewis Tartan - Curtain Fabric - Granite - SAMPLE","SAMPLES"
"8529","CC-GJ-40","Lewis Tartan - Curtain Fabric - Latte - Made to Measure","Curtains - Made to Measure"
"8530","CC-GJ-40 - Sample","Lewis Tartan - Curtain Fabric - Latte - SAMPLE","SAMPLES"
"8531","CC-GJ-41","Lewis Tartan - Curtain Fabric - Mustard - Made to Measure","Curtains - Made to Measure"
"8532","CC-GJ-41 - Sample","Lewis Tartan - Curtain Fabric - Mustard - SAMPLE","SAMPLES"
"8533","CC-GJ-42","Lewis Tartan - Curtain Fabric - Natural - Made to Measure","Curtains - Made to Measure"
"8534","CC-GJ-42 - Sample","Lewis Tartan - Curtain Fabric - Natural - SAMPLE","SAMPLES"
"8535","CC-GJ-43","Lewis Tartan - Curtain Fabric - Ocean - Made to Measure","Curtains - Made to Measure"
"8536","CC-GJ-43 - Sample","Lewis Tartan - Curtain Fabric - Ocean - SAMPLE","SAMPLES"
"8537","CC-GJ-44","Lustre - Curtain Fabric - Aqua - Made to Measure","Curtains - Made to Measure"
"8538","CC-GJ-44 - Sample","Lustre - Curtain Fabric - Aqua - SAMPLE","SAMPLES"
"8539","CC-GJ-45","Lustre - Curtain Fabric - Aubergine - Made to Measure","Curtains - Made to Measure"
"8540","CC-GJ-45 - Sample","Lustre - Curtain Fabric - Aubergine - SAMPLE","SAMPLES"
"8541","CC-GJ-46","Lustre - Curtain Fabric - Black - Made to Measure","Curtains - Made to Measure"
"8542","CC-GJ-46 - Sample","Lustre - Curtain Fabric - Black - SAMPLE","SAMPLES"
"8543","CC-GJ-47","Lustre - Curtain Fabric - Champagne - Made to Measure","Curtains - Made to Measure"
"8544","CC-GJ-47 - Sample","Lustre - Curtain Fabric - Champagne - SAMPLE","SAMPLES"
"8545","CC-GJ-48","Lustre - Curtain Fabric - Ivory - Made to Measure","Curtains - Made to Measure"
"8546","CC-GJ-48 - Sample","Lustre - Curtain Fabric - Ivory - SAMPLE","SAMPLES"
"8547","CC-GJ-49","Lustre - Curtain Fabric - Pearl - Made to Measure","Curtains - Made to Measure"
"8548","CC-GJ-49 - Sample","Lustre - Curtain Fabric - Pearl - SAMPLE","SAMPLES"
"8549","CC-GJ-50","Lustre - Curtain Fabric - Pewter - Made to Measure","Curtains - Made to Measure"
"8550","CC-GJ-50 - Sample","Lustre - Curtain Fabric - Pewter - SAMPLE","SAMPLES"
"8551","CC-GJ-51","Lustre - Curtain Fabric - Ruby - Made to Measure","Curtains - Made to Measure"
"8552","CC-GJ-51 - Sample","Lustre - Curtain Fabric - Ruby - SAMPLE","SAMPLES"
"8553","CC-GJ-52","Lustre - Curtain Fabric - Steel - Made to Measure","Curtains - Made to Measure"
"8554","CC-GJ-52 - Sample","Lustre - Curtain Fabric - Steel - SAMPLE","SAMPLES"
"8555","CC-GJ-53","Mull Tartan - Curtain Fabric - Archer - Made to Measure","Curtains - Made to Measure"
"8556","CC-GJ-53 - Sample","Mull Tartan - Curtain Fabric - Archer - SAMPLE","SAMPLES"
"8557","CC-GJ-54","Mull Tartan - Curtain Fabric - Harvest - Made to Measure","Curtains - Made to Measure"
"8558","CC-GJ-54 - Sample","Mull Tartan - Curtain Fabric - Harvest - SAMPLE","SAMPLES"
"8559","CC-GJ-55","Mull Tartan - Curtain Fabric - Latte - Made to Measure","Curtains - Made to Measure"
"8560","CC-GJ-55 - Sample","Mull Tartan - Curtain Fabric - Latte - SAMPLE","SAMPLES"
"8561","CC-GJ-56","Mull Tartan - Curtain Fabric - Mustard - Made to Measure","Curtains - Made to Measure"
"8562","CC-GJ-56 - Sample","Mull Tartan - Curtain Fabric - Mustard - SAMPLE","SAMPLES"
"8563","CC-GJ-57","Oslo - Curtain Fabric - Black - Made to Measure","Curtains - Made to Measure"
"8564","CC-GJ-57 - Sample","Oslo - Curtain Fabric - Black - SAMPLE","SAMPLES"
"8565","CC-GJ-58","Oslo - Curtain Fabric - Coffee Brown - Made to Measure","Curtains - Made to Measure"
"8566","CC-GJ-58 - Sample","Oslo - Curtain Fabric - Coffee Brown - SAMPLE","SAMPLES"
"8567","CC-GJ-59","Oslo - Curtain Fabric - Smoke Grey - Made to Measure","Curtains - Made to Measure"
"8568","CC-GJ-59 - Sample","Oslo - Curtain Fabric - Smoke Grey - SAMPLE","SAMPLES"
"8569","CC-GJ-60","Sicily - Curtain Fabic - Black - Made to Measure","Curtains - Made to Measure"
"8570","CC-GJ-60 - Sample","Sicily - Curtain Fabic - Black - SAMPLE","SAMPLES"
"8571","CC-GJ-61","Sicily - Curtain Fabic - Blue - Made to Measure","Curtains - Made to Measure"
"8572","CC-GJ-61 - Sample","Sicily - Curtain Fabic - Blue - SAMPLE","SAMPLES"
"8573","CC-GJ-62","Sicily - Curtain Fabic - Chocolate Brown - Made to Measure","Curtains - Made to Measure"
"8574","CC-GJ-62 - Sample","Sicily - Curtain Fabic - Chocolate Brown - SAMPLE","SAMPLES"
"8575","CC-GJ-63","Sicily - Curtain Fabic - Duck Egg Blue - Made to Measure","Curtains - Made to Measure"
"8576","CC-GJ-63 - Sample","Sicily - Curtain Fabic - Duck Egg Blue - SAMPLE","SAMPLES"
"8577","CC-GJ-64","Sicily - Curtain Fabic - Gold - Made to Measure","Curtains - Made to Measure"
"8578","CC-GJ-64 - Sample","Sicily - Curtain Fabic - Gold - SAMPLE","SAMPLES"
"8579","CC-GJ-65","Sicily - Curtain Fabic - Mocha - Made to Measure","Curtains - Made to Measure"
"8580","CC-GJ-65 - Sample","Sicily - Curtain Fabic - Mocha - SAMPLE","SAMPLES"
"8581","CC-GJ-66","Sicily - Curtain Fabic - Silk Cream - Made to Measure","Curtains - Made to Measure"
"8582","CC-GJ-66 - Sample","Sicily - Curtain Fabic - Silk Cream - SAMPLE","SAMPLES"
"8583","CC-GJ-67","Sicily - Curtain Fabic - Terracotta - Made to Measure","Curtains - Made to Measure"
"8584","CC-GJ-67 - Sample","Sicily - Curtain Fabic - Terracotta - SAMPLE","SAMPLES"
"8585","CC-GJ-68","Sicily - Curtain Fabic - Wine - Made to Measure","Curtains - Made to Measure"
"8586","CC-GJ-68 - Sample","Sicily - Curtain Fabic - Wine - SAMPLE","SAMPLES"
"8587","CC-HS-01","Blackwatch Tartan - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8588","CC-HS-01 - Sample","Blackwatch Tartan - Curtain Fabric - SAMPLE","SAMPLES"
"8589","CC-HS-02","Edward Tartan - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8590","CC-HS-02 - Sample","Edward Tartan - Curtain Fabric - SAMPLE","SAMPLES"
"8591","CC-HS-03","Macduff Tartan - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8592","CC-HS-03 - Sample","Macduff Tartan - Curtain Fabric - SAMPLE","SAMPLES"
"8593","CC-HS-04","Morocco - Curtain Fabric - Beige - Made to Measure","Curtains - Made to Measure"
"8594","CC-HS-04 - Sample","Morocco - Curtain Fabric - Beige - SAMPLE","SAMPLES"
"8595","CC-HS-55","Thick Stripe - Curtain Fabric - Beige - Made to Measure","Curtains - Made to Measure"
"8596","CC-HS-55 - Sample","Thick Stripe - Curtain Fabric - Beige - SAMPLE","SAMPLES"
"8597","CC-HS-56","Thick Stripe - Curtain Fabric - Blue - Made to Measure","Curtains - Made to Measure"
"8598","CC-HS-56 - Sample","Thick Stripe - Curtain Fabric - Blue - SAMPLE","SAMPLES"
"8599","CC-HS-57","Thick Stripe - Curtain Fabric - Green - Made to Measure","Curtains - Made to Measure"
"8600","CC-HS-57 - Sample","Thick Stripe - Curtain Fabric - Green - SAMPLE","SAMPLES"
"8601","CC-HS-58","Thick Stripe - Curtain Fabric - Red - Made to Measure","Curtains - Made to Measure"
"8602","CC-HS-58 - Sample","Thick Stripe - Curtain Fabric - Red - SAMPLE","SAMPLES"
"8603","CC-HS-59","Thin Stripe - Curtain Fabric - Black & White - Made to Measure","Curtains - Made to Measure"
"8604","CC-HS-59 - Sample","Thin Stripe - Curtain Fabric - Black & White - SAMPLE","SAMPLES"
"8605","CC-HS-60","Thin Stripe - Curtain Fabric - Chocolate & Beige - Made to Measure","Curtains - Made to Measure"
"8606","CC-HS-60 - Sample","Thin Stripe - Curtain Fabric - Chocolate & Beige - SAMPLE","SAMPLES"
"8607","CC-HS-61","Thin Stripe - Curtain Fabric - Grey & White - Made to Measure","Curtains - Made to Measure"
"8608","CC-HS-61 - Sample","Thin Stripe - Curtain Fabric - Grey & White - SAMPLE","SAMPLES"
"8609","CC-HS-62","Osaka Stripe - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8610","CC-HS-62 - Sample","Osaka Stripe - Curtain Fabric - SAMPLE","SAMPLES"
"8611","CC-HS-63","Multi Stripe - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8612","CC-HS-63 - Sample","Multi Stripe - Curtain Fabric - SAMPLE","SAMPLES"
"8613","CC-HS-64","Birds & Flowers - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8614","CC-HS-64 - Sample","Birds & Flowers - Curtain Fabric - SAMPLE","SAMPLES"
"8615","CC-HS-65","Cup Cakes - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8616","CC-HS-65 - Sample","Cup Cakes - Curtain Fabric - SAMPLE","SAMPLES"
"8617","CC-HS-66","Owl - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8618","CC-HS-66 - Sample","Owl - Curtain Fabric - SAMPLE","SAMPLES"
"8619","CC-HS-67","New England - Curtain Fabric - Made to Measure","Curtains - Made to Measure"
"8620","CC-HS-67 - Sample","New England - Curtain Fabric - SAMPLE","SAMPLES"
"8621","CC-HS-68","Stars - Curtain Fabric - Beige - Made to Measure","Curtains - Made to Measure"
"8622","CC-HS-68 - Sample","Stars - Curtain Fabric - Beige - SAMPLE","SAMPLES"
"8623","CC-HS-69","Stars - Curtain Fabric - Blue - Made to Measure","Curtains - Made to Measure"
"8624","CC-HS-69 - Sample","Stars - Curtain Fabric - Blue - SAMPLE","SAMPLES"
"8625","CC-HS-70","Stars - Curtain Fabric - Green - Made to Measure","Curtains - Made to Measure"
"8626","CC-HS-70 - Sample","Stars - Curtain Fabric - Green - SAMPLE","SAMPLES"
"8627","CC-HS-71","Stars - Curtain Fabric - Multi - Made to Measure","Curtains - Made to Measure"
"8628","CC-HS-71 - Sample","Stars - Curtain Fabric - Multi - SAMPLE","SAMPLES"
"8629","CC-HS-72","Hearts - Curtain Fabric - Pink - Made to Measure","Curtains - Made to Measure"
"8630","CC-HS-72 - Sample","Hearts - Curtain Fabric - Pink - SAMPLE","SAMPLES"
"8631","CC-HS-73","Hearts - Curtain Fabric - Red - Made to Measure","Curtains - Made to Measure"
"8632","CC-HS-73 - Sample","Hearts - Curtain Fabric - Red - SAMPLE","SAMPLES"
"8633","CENSTITCH20","Hollow Fibre - Cushion - Centre Stitch - 50 x 50cm (20 x 20"") ** (SF1316)","Cushion - Pads/Discontinued"
"8634","CEWHTFLAB- VAR","Artificial Orchid Flowers in Pot","Default"
"8635","CGDCRGWB-VAR","Ebay - Geometric Grey, Black Diamond Chindi Rug, White, Charcoal","Default"
"8636","CHAIRPAD","Chair Pad - 100% Cotton - Solid & Stripes","Default"
"8637","CHAIRPADBLKWHT","Ebay - Chair Pad - 100% Cotton - Stripes","Default"
"8638","CHAIRPADPLAIN1-4-6","Plain Seat Pads 1,4, 6 Set All Colours","Default"
"8639","CHAIRPADSOLID","Ebay Seat Pad - 100% Cotton - Solid","Default"
"8640","CHICTWLBSH-VAC","Ebay -  Turkish Cotton Bath Sheet/Towel, Hand Towel Chic Design","Default"
"8641","CHICWHT","Towel - Chic - White","Default"
"8642","CHIIARUGWHT","Chindi Rug Multi-Coloured Diamond Pattern","Default"
"8643","CHIIARUGWHT-VAR","Multi Coloured Cotton Chindi Rug","Default"
"8644","CHRISTYROBE","Christy - Bathrobe","Default"
"8645","CHRISTYROBE-L","Christy - Bath Robe - Stripe Velour - Large (BT1219C)","Bath - Robes/Discontinued"
"8646","CHRISTYROBE-M","Christy - Bath Robe - Stripe Velour - Medium (BT1219B)","Bath - Robes/Discontinued"
"8647","CHRISTYROBE-S","Christy - Bath Robe - Stripe Velour - Small (BT1219A)","Bath - Robes/Discontinued"
"8648","CHRISTYROBE-XL","Christy - Bath Robe - Stripe Velour - XL (BT1219D)","Bath - Robes/Discontinued"
"8649","CHRSFL-VAR","Plants - Poinsettia & Arrangement","Default"
"8650","CHRSFLWR-VAR","Artificial Christmas Flowers","Default"
"8651","CHRSGRLD-VAR","Garland - Glitter Holly - 6 Ft","Default"
"8652","CHRSGRL-VAR","Wreath - Garland - 3 Robin Nest","Default"
"8653","CHRSMSGRLD- VAR","Christmas Decoration Garland","Default"
"8654","CHRSTR-VAR","Xmas Tree - Red Bauble and Berries","Default"
"8655","CHRSWRTHGR-VAR","Artificial Christmas Wreath & Garland","Default"
"8656","CHRSWRTH-VAR","Christmas Wreath - Baubles and Berries","Default"
"8657","CHSIDEBRDLRG","Chateau - Large Sideboard (FR1313)","Furniture/Discontinued"
"8658","CHSIDEBRDSML","Chateau - Small Sideboard (FR1308)","Furniture/Discontinued"
"8659","CKTHRBGCNP-VAR","Ebay - Cotton Cable Knit Throw, Blue, Grey, Green, pink, Natural, Chocolate","Default"
"8660","CLBMBATHWHI","CLEARANCE - Bath Phrase - White **","Bath - Mats/Discontinued"
"8661","CLEOBLK3X5","Rug - Cleo - Black - 3x5 **","Rugs/Discontinued"
"8662","CLEOBLK5X8","Rug - Cleo - Black - 5x8 **","Rugs/Discontinued"
"8663","CLEOBRN3X5","Rug - Cleo - Chocolate - 3x5 **","Rugs/Discontinued"
"8664","CLEOBRN5X8","Rug - Cleo - Chocolate - 5x8 **","Rugs/Discontinued"
"8665","CL-GFD2080-10.5-S","Goose 80% Down - Duvet - 10.5 -  Single","Duvets"
"8666","CMPLREDYELLFL-VAR","Artificial Flowers Pansy and Rose","Default"
"8667","COATHOOKS-VAR","Ebay - Rustic Coat Hooks","Default"
"8668","COATRACK-VAR","Ebay - Decorative Coat Hooks","Default"
"8669","COATSTANDS-VAR","Ebai - Metal Coat Stand Free Standing Candle Holders","Default"
"8670","COLBED","Columbus Bed Frame","Default"
"8671","COLBED-VAR","Reclaimed Wood Bed Frame Industrial Furniture Range","Default"
"8672","COMCURCRE-117137","Como - Curtain Pair - Pencil Pleat - Cream - 117 x 137 cm (SF1884A)","Curtains"
"8673","COMCURCRE-117182","Como - Curtain Pair - Pencil Pleat - Cream - 117 x 183 cm (SF1884B)","Curtains"
"8674","COMCURCRE-168137","Como - Curtain Pair - Pencil Pleat - Cream - 168 x 137 cm (SF1884C)","Curtains"
"8675","COMCURCRE-168182","Como - Curtain Pair - Pencil Pleat - Cream - 168 x 183 cm (SF1884D)","Curtains"
"8676","COMCURCRE-168229","Como - Curtain Pair - Pencil Pleat - Cream - 168 x 229 cm (SF1884E)","Curtains"
"8677","COMCURCRE-229183","Como - Curtain Pair - Pencil Pleat - Cream - 229 x 183 cm (SF1884F)","Curtains"
"8678","COMCURCRE-229229","Como - Curtain Pair - Pencil Pleat - Cream - 229 x 229 cm (SF1884G)","Curtains"
"8679","COMCURWHT-117137","Como - Curtain Pair - Pencil Pleat - White - 117 x 137 cm (SF1883A)","Curtains"
"8680","COMCURWHT-117182","Como - Curtain Pair - Pencil Pleat - White - 117 x 183 cm (SF1883B)","Curtains"
"8681","COMCURWHT-168137","Como - Curtain Pair - Pencil Pleat - White - 168 x 137 cm (SF1883C)","Curtains"
"8682","COMCURWHT-168182","Como - Curtain Pair - Pencil Pleat - White - 168 x 183 cm (SF1883D)","Curtains"
"8683","COMCURWHT-168229","Como - Curtain Pair - Pencil Pleat - White - 168 x 229 cm (SF1883E)","Curtains"
"8684","COMCURWHT-229183","Como - Curtain Pair - Pencil Pleat - White - 229 x 183 cm (SF1883F)","Curtains"
"8685","COMCURWHT-229229","Como - Curtain Pair - Pencil Pleat - White - 229 x 229 cm (SF1883G)","Curtains"
"8686","COMFBOOST","Booster Cushion COMFORT","Default"
"8687","COPRUGBLU","Copenhagen Handwoven Printed Rug - Blue","Default"
"8688","COTBOLSHELL12X3.5","Shell - 233TC Cotton - Bolster - 12 x 3.5""","PRODUCTION"
"8689","COTBOLSHELL16X6","Shell - 233TC Cotton - Bolster - 16 x 6""","PRODUCTION"
"8690","COTBOLSHELL18X8","Shell - 233TC Cotton - Bolster - 18 x 8""","PRODUCTION"
"8691","COTBOLSHELL7X12","Shell - 233TC Cotton - Bolster - 7 x 12""","PRODUCTION"
"8692","COTCHENBEI","Homescapes manta/funda de sofÃ¡ de algodÃ³n color beige","Default"
"8693","COTCHENBEI150","Throw - Cotton Chenille Tie Dye - Beige","Default"
"8694","COTCHENCUS","Cushion - Cotton Chenille Tie Dye","Default"
"8695","COTCHENCUSORG","Tie Dye Cushion Orange","Default"
"8696","COTCHENGRN","Homescapes manta/funda de sofÃ¡ de algodÃ³n color verde","Default"
"8697","COTCHENORA","Homescapes manta/funda de sofÃ¡ de algodÃ³n color naranja","Default"
"8698","COTCHENRUST","Homescapes manta/funda de sofÃ¡ de algodÃ³n color naranja pÃ¡lido","Default"
"8699","COTCHKTHRWGRYRED","Throw - Cotton Check - Grey & Red","Default"
"8700","COTCHKTHRWGRYYEL","Throw - Cotton Check - Grey & Yellow","Default"
"8701","COTCHKTHRWRED","Throw - Cotton Check - Red","Default"
"8702","COTCHKTHRWWHTBLK","Throw - Cotton Check - White & Black","Default"
"8703","COTFIT-100150-PAIR","Ebay - Brushed Cotton Cot Flat Sheet Pair","Default"
"8704","COTFIT6012070140-PAIR","Ebay - Brushed Cotton Fitted Cot Sheet Pair","Default"
"8705","COTFITBLU-PAIR","Blue Brushed Cotton Fitted Cot Sheet","Default"
"8706","COTFITCRE-PAIR","Cream Brushed Cotton Fitted Cot Sheet","Default"
"8707","COTFITPNK-PAIR","Pink Brushed Cotton Fitted Cot Sheet","Default"
"8708","COTFITWHT-PAIR","White Brushed Cotton Fitted Cot Sheet","Default"
"8709","COTHOOKS-VAR","Brown Cast Iron Wall Mounted Hooks","Default"
"8710","COTMATQTOPPER-VAR","Ebay - Cotton Deep Quilted Mattress Topper","Default"
"8711","COTRUGHTPNRBG-VAR","Ebay - Hand Tufted Plain Cotton Large Round Rug, Cream, Red, Blue, Green, Grey, Black","Default"
"8712","COTRUGRNDBLK","Rug - Cotton - Black - Round (RU1238A)","Default"
"8713","COTRUGRNDBLU","Rug - Cotton - Blue - Round (RU1235A)","Default"
"8714","COTRUGRNDCRE","Rug - Cotton - Cream - 70 cm Round (RU1233A)","Default"
"8715","COTRUGRNDGRN","Rug - Cotton - Green - Round (RU1236A)","Default"
"8716","COTRUGRNDGRY","Rug - Cotton - Grey - Round (RU1237B)","Default"
"8717","COTRUGRNDRED","Rug - Cotton - Red - Round (RU1234A)","Default"
"8718","COTSHELL12X12","Shell - 233TC Cotton - Cushion - 12 x 12""","PRODUCTION"
"8719","COTSHELL12X16","Shell - 233TC Cotton - Cushion - 12 x 16""","PRODUCTION"
"8720","COTSHELL12X20","Shell - 233TC Cotton - Cushion - 12 x 20""","PRODUCTION"
"8721","COTSHELL14X14","Shell - 233TC Cotton - Cushion - 14 x 14""","PRODUCTION"
"8722","COTSHELL14X20","Shell - 233TC Cotton - Cushion - 14 x 20""","PRODUCTION"
"8723","COTSHELL1632","Shell - 233TC Cotton - Pillow - 16 x 32""","PRODUCTION"
"8724","COTSHELL16X16","Shell - 233TC Cotton - Cushion - 16 x 16""","PRODUCTION"
"8725","COTSHELL18X18","Shell - 233TC Cotton - Cushion - 18 x 18""","PRODUCTION"
"8726","CU1135 - Sample","SWATCH - Cotton - Block Check - Blue","Swatches"
"8727","CU1135A - Sample","SWATCH - Cotton - Block Check - Blue","Swatches"
"8728","CU1135B - Sample","SWATCH - Cotton - Block Check - Blue","Swatches"
"8729","CU1136 - Sample","SWATCH - Cotton - Block Check - Green","Swatches"
"8730","CU1136A - Sample","SWATCH - Cotton - Block Check - Green","Swatches"
"8731","CU1136B - Sample","SWATCH - Cotton - Block Check - Green","Swatches"
"8732","CU1137 - Sample","SWATCH - Cotton - Block Check - Pink","Swatches"
"8733","CU1137A - Sample","SWATCH - Cotton - Block Check - Pink","Swatches"
"8734","CU1137B - Sample","SWATCH - Cotton - Block Check - Pink","Swatches"
"8735","CU1138 - Sample","SWATCH - Cotton - Gingham - Beige","Swatches"
"8736","CU1138A - Sample","SWATCH - Cotton - Gingham - Beige","Swatches"
"8737","CU1138B - Sample","SWATCH - Cotton - Gingham - Beige","Swatches"
"8738","CU1139 - Sample","SWATCH - Cotton - Gingham - Blue","Swatches"
"8739","CU1139A - Sample","SWATCH - Cotton - Gingham - Blue","Swatches"
"8740","CU1139B - Sample","SWATCH - Cotton - Gingham - Blue","Swatches"
"8741","CU1140 - Sample","SWATCH - Cotton - Gingham - Pink","Swatches"
"8742","CU1140A - Sample","SWATCH - Cotton - Gingham - Pink","Swatches"
"8743","CU1140B - Sample","SWATCH - Cotton - Gingham - Pink","Swatches"
"8744","CU1141 - Sample","SWATCH - Cotton - Gingham - Yellow","Swatches"
"8745","CU1141A - Sample","SWATCH - Cotton - Gingham - Yellow","Swatches"
"8746","CU1141B - Sample","SWATCH - Cotton - Gingham - Yellow","Swatches"
"8747","CU1147 - Sample","SWATCH - Cotton - Multi Colour Stripes","Swatches"
"8748","CU1148 - Sample","SWATCH - Cotton - Multi Colour Stripes","Swatches"
"8749","CU1149 - Sample","SWATCH - Cotton - New England","Swatches"
"8750","CU1162 - Sample","SWATCH - Cotton - Osaka Green Stripes","Swatches"
"8751","CU1165 - Sample","SWATCH - Cotton - Block Check - Orange","Swatches"
"8752","CU1165A - Sample","SWATCH - Cotton - Block Check - Orange","Swatches"
"8753","CU1165B - Sample","SWATCH - Cotton - Block Check - Orange","Swatches"
"8754","CU1173 - Sample","SWATCH - Cotton - New England","Swatches"
"8755","CU1175 - Sample","SWATCH - Cotton - Osaka Green Stripes","Swatches"
"8756","CUBALLET","Cushions ballet","Default"
"8757","CUBALLET3345","Ballet - Cushion - 33 x 45 cm ** (KT1350B)","Cushion - Decorative/Discontinued"
"8758","CUBALLET4545","Ballet - Cushion - 45 x 45 cm ** (KT1350E)","Cushion - Decorative/Discontinued"
"8759","CUBALLET6060","Ballet - Cushion - 60 x 60 cm ** (KT1350D)","Cushion - Decorative/Discontinued"
"8760","CUBECOFFDRKNAT- VAR","Retro Style Hollow Rectangle Cube Coffee Table","Default"
"8761","CUBELITECHEV","Cube Lite Tufted Chevron - 3 colours","Default"
